patent_id;inventors_count;images_count;backward_citations_count;foward_citations_count;nuns_count;aplications_count;top_10_words_count;non_patent_citations_count;independent_claims_count;application_date;family_count;ipcs_count;cpcs_count;ipcs_diversity_count;cpcs_diversity_count
BR9802571;1;0;0;0;4;1;4;0;0;17/07/1998;3;2;2;2;2
BR9811404;1;0;3;10;7;2;3;0;0;27/08/1998;10;6;5;2;2
WO2016030644;2;0;5;8;3;1;2;0;0;28/08/2015;9;1;14;1;7
BR0210189;5;0;4;10;1;2;0;0;0;07/06/2002;8;7;4;3;2
BR112022001702;3;0;3;2;4;1;4;0;0;29/07/2020;14;5;9;4;5
BR9804895;4;0;1;14;5;2;8;0;0;24/03/1998;20;2;1;1;1
BR8305446;1;0;0;7;2;1;0;0;0;03/10/1983;8;8;10;3;2
BR0011422;10;0;18;28;4;1;5;0;0;05/06/2000;31;14;12;5;3
BR9903417;2;0;5;15;3;0;0;0;0;04/08/1999;16;15;7;6;2
WO2017137440;3;0;17;4;3;0;1;1;0;08/02/2017;6;2;6;1;2
BR0210661;5;0;9;4;5;2;6;0;0;27/06/2002;45;7;5;3;3
BR112018074975;8;0;49;23;5;1;0;0;0;17/05/2017;31;4;11;3;2
BR122021017409;0;0;49;23;0;1;0;0;0;17/05/2017;31;0;11;0;2
BR9601959;2;0;0;1;7;1;0;0;0;17/07/1996;1;4;0;0;0
WO2017112635;10;0;15;8;4;0;3;13;0;20/12/2016;7;3;8;2;4
WO2012163831;1;0;9;8;2;1;1;1;0;25/05/2012;18;5;11;3;3
WO2018206716;7;0;10;6;4;0;2;11;0;09/05/2018;9;8;25;2;3
BR9600699;1;0;0;0;8;1;0;0;0;15/03/1996;1;2;0;0;0
BR9402411;2;0;12;32;4;1;0;0;0;14/06/1994;10;4;6;3;3
BR9610897;2;0;6;2;5;2;5;0;0;10/10/1996;16;12;8;5;4
BR0300384;2;0;0;0;10;1;12;0;0;18/02/2003;1;4;0;0;0
BR0109953;4;0;4;8;23;1;14;0;0;04/04/2001;8;5;5;3;4
BR7908881;2;0;0;0;2;1;0;0;0;25/10/1979;21;4;0;0;0
BR8900991;1;0;10;6;3;1;0;0;0;03/03/1989;18;14;4;4;2
BR102021018917;7;11;0;0;6;1;9;0;14;22/09/2021;1;3;0;0;0
BR0311618;2;0;10;14;5;1;3;0;0;05/06/2003;22;4;5;2;2
BR112022001842;3;0;10;6;3;1;5;0;0;15/09/2020;11;10;22;2;2
BR9501602;2;0;1;6;7;1;0;0;0;20/04/1995;5;2;2;2;2
BR112020000452;6;0;13;0;4;2;0;0;0;29/06/2018;23;4;12;2;3
WO2015054519;5;0;6;2;5;0;3;1;0;09/10/2014;5;3;9;3;5
BR9604918;1;0;10;11;4;1;4;0;0;09/04/1996;28;3;5;2;3
BR9706417;1;0;17;65;5;1;3;0;0;19/12/1997;27;4;2;3;1
BR112022022826;3;0;77;8;3;1;2;0;0;02/06/2021;16;4;10;4;3
BR9205765;1;0;1;7;4;1;2;0;0;07/03/1992;23;8;9;3;3
BR8307482;3;0;6;17;3;1;0;0;0;11/08/1983;21;11;5;3;3
BR8100550;1;0;6;102;3;1;0;0;0;30/01/1981;8;2;2;2;2
WO2011011685;6;0;6;11;3;0;1;1;0;23/07/2010;15;2;6;2;2
WO2010062480;1;0;59;87;3;0;3;1;0;07/10/2009;38;3;19;3;6
BR102013031734;10;0;7;7;0;1;2;0;17;10/12/2013;7;3;3;2;3
BR8502121;4;0;12;69;3;0;0;0;0;03/05/1985;28;9;2;3;1
BR112023001778;3;0;28;2;8;12;29;0;0;30/07/2021;126;4;6;3;3
BR9915399;10;0;11;19;4;1;6;0;0;15/11/1999;8;20;27;4;3
BR0207267;11;0;10;137;2;1;3;0;0;18/02/2002;20;11;13;5;3
BR0203599;1;0;0;0;2;1;2;0;0;31/07/2002;1;1;0;0;0
BR8202354;1;0;13;5;10;1;0;0;0;23/04/1982;9;9;3;3;1
BR8602552;5;0;0;3;2;1;0;0;0;22/04/1986;4;2;1;2;1
BR9806955;4;0;7;10;4;2;2;0;0;14/01/1998;15;2;5;2;4
BR9608071;1;0;20;84;14;2;0;0;0;26/04/1996;73;8;6;3;4
BR7906898;6;0;11;35;2;1;3;0;0;24/10/1979;13;9;4;3;3
BR9801130;6;0;19;49;1;0;2;0;0;25/03/1998;22;11;9;4;4
BR112018000729;5;0;238;42;4;1;0;0;0;13/07/2016;52;4;20;4;7
BR0107763;3;0;2;7;7;1;7;0;0;11/01/2001;90;7;6;3;2
BR0010223;2;0;22;16;5;1;5;0;0;02/05/2000;30;6;1;3;1
BR102020025471;6;0;0;0;6;1;6;0;6;14/12/2020;1;3;0;0;0
BR8603817;2;0;0;2;3;2;0;0;0;11/08/1986;4;5;0;0;0
BR112016027101;2;0;11;17;2;1;3;0;0;22/05/2015;19;3;16;3;9
BR7706950;1;0;11;59;6;1;0;0;0;18/10/1977;38;21;17;6;5
BR102021005399;5;6;0;0;2;1;4;0;22;22/03/2021;1;3;0;0;0
WO2017112631;10;0;8;6;4;0;3;15;0;20/12/2016;5;4;9;2;4
BR0013230;1;0;7;10;1;1;0;0;0;10/08/2000;22;13;13;4;3
BR1100908;5;0;0;0;3;0;0;0;0;14/05/1997;173;13;0;0;0
BR9913878;4;0;42;43;0;1;1;0;0;17/09/1999;35;14;4;5;1
BR112015024587;3;0;370;51;2;1;3;0;0;02/04/2014;34;9;52;4;4
BR112019007526;3;0;9;0;5;2;6;0;0;11/10/2017;24;2;3;1;2
BR112023003972;3;0;16;0;5;1;23;0;0;06/09/2021;11;4;8;1;3
BR0114113;4;0;9;10;10;3;7;0;0;20/09/2001;27;6;6;2;2
BR9612547;1;0;2;14;8;1;0;0;0;26/04/1996;73;4;4;2;4
BR8506550;1;0;0;0;4;1;0;0;0;27/12/1985;23;4;0;0;0
BR7605494;3;0;0;1;2;1;0;0;0;20/08/1976;1;1;0;0;0
BR8105458;2;0;1;5;3;1;0;0;0;26/08/1981;35;6;4;4;3
BR9815441;7;0;34;24;3;1;4;0;0;10/02/1998;27;16;4;2;1
BR8005199;2;0;27;130;1;1;0;0;0;18/08/1980;8;4;8;2;4
BR0001435;3;0;0;1;8;1;7;0;0;04/05/2000;1;1;0;0;0
BR9804980;1;0;10;0;6;1;3;0;0;01/12/1998;23;6;9;3;3
BR9713348;1;0;20;71;2;1;2;0;0;12/11/1997;14;20;21;4;5
BR8306534;2;0;10;17;3;1;0;0;0;28/11/1983;6;7;11;2;5
WO2009135898;2;0;9;11;2;0;3;0;0;07/05/2009;10;1;3;1;2
BR8801498;3;0;0;0;2;1;0;0;0;30/03/1988;14;5;1;2;1
WO2012088467;4;0;13;17;2;0;2;0;0;22/12/2011;6;2;12;2;5
BR112020006741;3;0;15;1;21;1;15;0;5;05/10/2018;12;4;12;4;4
BR8003540;3;0;5;40;7;2;0;0;0;06/06/1980;26;2;7;2;3
BR0114820;4;0;17;7;7;2;9;0;0;15/10/2001;25;3;4;3;3
BR7704970;2;0;3;41;4;1;0;0;0;28/07/1977;4;1;6;1;2
BR8504106;3;0;10;32;3;1;0;0;0;27/08/1985;12;1;2;1;1
BR0211071;5;0;102;51;10;2;12;0;0;10/07/2002;84;8;8;4;3
WO2011053367;8;0;22;21;2;2;3;2;0;02/02/2010;611;8;11;2;3
BR9803639;2;0;0;0;5;1;3;0;0;03/03/1998;1;7;0;0;0
WO2011003940;1;0;33;0;3;0;2;9;0;07/07/2010;7;2;5;1;2
WO2021151161;5;0;6;2;2;2;0;4;0;29/01/2021;10;6;32;2;9
BR102017025531;3;0;23;12;6;1;3;0;10;28/11/2017;7;10;16;5;5
WO2014004842;1;0;19;24;9;0;4;0;0;27/06/2013;12;5;18;5;7
BR8107292;5;0;8;13;2;1;0;0;0;10/11/1981;13;12;12;3;3
BR8303848;2;0;11;26;2;1;0;0;0;18/07/1983;17;2;3;2;3
BR0113736;3;0;3;5;5;2;7;0;0;05/09/2001;11;2;2;2;2
BR8200312;1;0;0;0;4;1;0;0;0;21/01/1982;1;1;0;0;0
BR112020003777;1;0;24;2;10;1;3;0;15;23/08/2018;14;5;11;3;4
BR0012969;10;0;6;415;2;1;3;0;0;03/08/2000;40;34;21;4;3
BR8507297;1;0;8;45;3;2;0;0;0;28/11/1985;29;2;5;2;5
BR8601823;1;0;5;7;2;4;0;0;0;14/04/1986;13;2;2;2;2
BR112022020757;1;0;7;0;2;1;7;0;0;20/04/2021;7;1;5;1;4
WO2012145014;1;0;12;17;3;0;1;4;0;27/07/2011;23;3;9;3;4
BR9105939;5;0;33;34;2;2;5;0;0;10/01/1991;28;4;5;2;3
BR112021022739;5;0;7;13;5;1;7;0;0;25/01/2021;20;4;13;3;5
BR0212442;2;0;9;12;3;2;3;0;0;10/09/2002;16;6;6;4;3
BR9810336;2;0;3;21;3;2;2;0;0;24/06/1998;12;10;6;4;4
BR9804754;1;0;10;5;5;0;1;0;0;03/11/1998;86;2;5;2;3
BR9107268;5;0;7;100;5;2;0;0;0;08/03/1991;11;4;2;2;2
BR112014014664;2;0;9;22;10;1;12;0;38;13/12/2012;20;1;4;1;1
WO2016124822;3;0;20;6;9;1;7;3;0;05/02/2016;33;2;14;2;7
BR8001126;2;0;16;50;3;1;0;0;0;26/02/1980;30;2;3;2;3
BR112017000449;5;0;26;8;8;2;4;0;0;06/05/2015;32;4;7;3;4
BR9712484;4;0;2;38;3;1;2;0;0;02/10/1997;78;10;12;3;3
BR8900108;3;0;6;9;3;1;0;0;0;11/01/1989;17;9;2;2;2
BR9506585;1;0;5;61;15;2;0;0;0;24/01/1995;13;4;12;4;6
WO2013186153;3;0;4;1;1;0;0;15;0;10/06/2013;16;8;19;3;4
BR8806029;3;0;9;5;5;1;0;0;0;17/11/1988;9;5;3;3;2
BR7505493;1;0;0;5;3;0;0;0;0;27/08/1975;11;4;2;1;1
BR8003979;1;0;0;0;3;0;0;0;0;25/06/1980;8;10;1;4;1
BR8704642;3;0;5;5;7;1;5;0;0;04/09/1987;12;6;1;2;1
BR0314034;4;0;15;21;9;2;8;0;0;07/08/2003;28;15;12;8;8
BR8301238;1;0;19;22;5;0;1;0;0;11/03/1983;25;2;4;2;2
BR7907726;3;0;0;0;2;1;0;0;0;28/11/1979;1;2;0;0;0
BR112019009520;5;0;7;10;7;1;2;0;15;15/11/2017;14;3;13;2;4
BR0004550;4;0;5;25;5;1;6;0;0;29/09/2000;8;15;4;3;1
WO2014044961;3;0;13;8;4;1;2;1;0;17/09/2013;23;7;5;5;3
WO2010000649;4;0;1;7;4;1;3;6;0;23/06/2009;11;3;5;2;4
BR0113455;3;0;5;42;13;2;10;0;0;16/08/2001;15;3;2;2;1
BR8107996;5;0;10;5;2;1;0;0;0;09/12/1981;13;9;14;3;3
BR8600836;1;0;16;8;6;2;0;0;0;27/02/1986;24;6;6;6;6
BR9916992;2;0;6;1;9;2;8;0;0;22/12/1999;12;2;2;2;2
BR0112005;3;0;7;12;5;2;5;0;0;29/06/2001;19;4;2;2;2
BR9710645;2;0;15;5;2;2;2;0;0;27/02/1997;17;3;3;2;2
BR8804378;1;0;6;0;4;1;0;0;0;26/08/1988;8;6;2;3;2
BR8205956;1;0;0;0;5;1;0;0;0;13/10/1982;1;3;1;2;1
BR9812394;3;0;7;21;2;4;3;0;0;28/09/1998;108;23;14;6;3
BR9812565;3;0;7;21;2;4;3;0;0;28/09/1998;108;23;14;6;3
BR8700422;4;0;9;35;3;1;6;0;0;30/01/1987;8;1;6;1;2
BR0011682;8;0;35;58;3;1;3;0;0;05/06/2000;51;8;11;4;4
BR8402801;2;0;3;11;2;1;6;0;0;08/06/1984;10;8;3;2;3
BR9611805;4;0;6;3;7;2;1;0;0;26/11/1996;24;7;5;3;3
BR112023005104;4;0;10;4;2;1;7;0;0;24/09/2021;12;4;13;2;6
BR0109239;2;0;24;33;5;1;4;0;0;14/03/2001;45;9;8;4;2
WO2012064844;4;0;22;16;4;1;1;2;0;09/11/2011;24;5;30;4;5
BR0112848;3;0;8;20;14;3;19;0;0;24/07/2001;16;11;4;5;3
BR8601906;3;0;34;40;5;1;0;0;0;28/04/1986;22;9;5;4;2
BR112022011596;5;0;2;0;5;2;7;0;0;19/11/2020;6;2;8;2;5
BR9810787;2;0;2;7;5;1;4;0;0;22/07/1998;13;8;4;5;3
BR0207907;5;0;23;28;9;2;6;0;0;07/03/2002;25;19;16;7;10
BR9105708;5;0;7;100;5;2;0;0;0;08/03/1991;11;4;2;2;2
BR0205499;3;0;6;6;16;1;12;0;0;05/12/2002;5;4;4;3;3
WO2016060171;4;5;4;4;2;0;3;3;14;14/10/2015;6;3;3;2;3
BR9901155;2;0;9;8;4;1;1;0;0;23/03/1999;14;3;2;1;1
BR0109600;3;0;20;7;5;2;2;0;0;23/02/2001;23;6;6;3;3
BR0003908;3;0;5;42;3;1;5;0;0;18/08/2000;15;3;2;2;1
BR112022015815;4;0;22;13;2;1;6;0;0;10/02/2021;16;10;29;5;11
WO2013188305;6;0;86;9;3;0;3;60;0;10/06/2013;20;2;10;2;4
BR9811343;3;0;1;10;3;2;4;0;0;18/08/1998;20;3;3;2;2
BR112012030782;4;0;11;4;4;2;1;0;14;03/06/2011;19;3;6;2;2
BR9501949;2;0;5;56;3;1;0;0;0;10/05/1995;23;7;7;3;3
BR112015023307;0;0;34;15;0;2;0;0;0;13/03/2014;10;0;5;0;3
BR7707180;3;0;3;10;10;1;0;0;0;26/10/1977;38;6;1;2;1
BR0211404;4;0;20;50;4;1;8;0;0;16/07/2002;11;19;12;8;5
BR9609241;3;0;1;32;2;2;4;0;0;13/06/1996;21;9;8;5;3
BR0114771;3;0;3;2;5;1;4;0;0;15/10/2001;20;4;0;0;0
BR0209972;1;0;18;7;3;2;3;0;0;16/05/2002;10;5;2;3;2
WO2017161387;2;0;18;41;4;0;3;0;0;18/05/2017;13;7;22;3;4
BR8505886;3;0;4;22;4;0;2;0;0;22/11/1985;30;6;3;2;2
BR102013018436;7;0;4;4;1;1;1;0;15;19/07/2013;7;9;6;4;4
BR0001230;2;0;2;2;10;1;11;0;0;18/04/2000;7;31;18;5;5
WO2012063044;2;0;22;17;6;2;4;12;0;04/11/2011;30;7;22;2;2
BR7605929;6;0;8;6;2;1;0;0;0;09/09/1976;24;6;1;2;1
WO2017207501;3;0;10;5;4;0;5;5;0;29/05/2017;25;3;6;2;3
BR9804748;1;0;15;7;1;0;1;0;0;26/11/1998;14;10;6;4;2
WO2012150051;9;0;19;19;5;1;3;6;0;08/02/2012;13;3;6;2;3
BR0116305;2;0;9;4;7;1;1;0;0;19/12/2001;12;2;5;2;3
BR8102802;3;0;5;31;5;1;0;0;0;30/04/1981;18;4;3;3;3
BR8306881;3;0;9;0;3;0;0;0;0;14/12/1983;15;2;7;2;3
BR9903225;1;0;0;0;9;1;4;0;0;19/07/1999;2;2;0;0;0
BR0117018;3;0;37;18;11;2;4;0;0;16/10/2001;66;6;11;3;4
BR9402593;4;0;9;7;9;2;0;0;0;29/06/1994;20;10;5;4;2
BR112017019419;8;0;212;3;4;1;1;0;0;03/03/2016;16;3;5;3;4
BR0007450;2;0;6;8;6;1;6;0;0;06/01/2000;29;9;3;4;1
BR9711551;1;0;11;72;17;2;10;0;0;17/09/1997;11;2;4;2;2
WO2007096228;3;0;17;10;3;1;0;0;0;30/01/2007;16;7;13;4;4
WO2005074912;1;0;22;12;4;0;3;0;0;28/01/2005;16;7;7;2;3
BR9001675;1;0;0;0;3;1;0;0;0;09/04/1990;1;2;0;0;0
BR0010883;3;0;6;41;5;2;3;0;0;02/05/2000;15;17;12;5;3
WO2016088275;4;2;7;2;2;1;5;3;2;05/12/2014;11;3;11;2;4
BR112022014207;6;0;12;11;2;1;1;0;0;25/01/2021;12;5;10;2;2
BR112022005051;3;0;9;0;7;1;6;0;0;18/09/2020;10;4;7;3;3
WO2012091812;3;0;39;7;4;0;2;69;0;15/11/2011;11;5;8;2;4
BR112022006718;5;0;34;14;2;1;7;0;0;06/10/2020;15;7;17;4;4
BR9814936;3;0;9;22;3;2;2;0;0;11/08/1998;18;5;7;4;6
WO2022124482;6;0;9;4;5;1;10;1;17;22/03/2021;19;4;8;3;3
WO2011008927;2;0;22;22;5;0;5;0;0;15/07/2010;15;1;7;1;2
BR102014003618;3;0;4;5;1;1;2;0;16;17/02/2014;5;2;4;2;4
WO2010103223;1;0;9;10;5;1;3;7;0;08/03/2010;18;5;10;2;4
BR0113850;7;0;23;9;4;2;2;0;0;07/08/2001;18;7;7;2;3
BR9610050;7;0;18;8;23;4;10;0;0;13/08/1996;67;14;5;5;4
BR8001492;3;0;2;4;3;1;1;0;0;13/03/1980;8;4;5;2;3
BR0010565;4;0;28;51;3;2;2;0;0;11/05/2000;31;15;14;3;3
BR9001169;2;0;0;0;1;1;0;0;0;07/03/1990;1;2;0;0;0
BR0305373;3;0;2;7;7;1;3;0;0;06/11/2003;2;10;6;3;3
BR8603309;6;0;7;5;4;1;1;0;0;14/07/1986;11;6;7;4;3
WO2011054483;2;0;7;12;2;1;1;5;0;28/10/2010;10;2;2;1;1
BR102012019436;4;2;13;55;4;0;3;0;1;25/07/2012;30;3;6;3;2
BR122017006111;3;0;33;420;2;2;1;0;4;30/10/2007;24;3;4;2;3
BR8506644;3;0;2;32;2;0;3;0;0;20/12/1985;23;5;4;5;4
BR8902332;2;0;10;2;4;1;0;0;0;18/05/1989;29;7;7;4;3
BR9712955;4;0;5;31;8;2;9;0;0;14/11/1997;27;5;9;3;2
WO2017021931;3;0;7;3;5;1;7;6;0;05/08/2016;12;4;6;2;3
BR8103970;1;0;2;39;0;0;0;0;0;24/06/1981;3;3;2;2;2
BR9811357;3;0;26;13;11;1;7;0;0;24/08/1998;16;6;4;3;2
BR112023004593;4;0;3;1;3;1;7;0;0;13/09/2021;10;1;8;1;3
WO2018211093;7;0;19;1;2;0;4;15;0;18/05/2018;13;3;8;3;4
WO2015118051;6;0;6;4;4;0;1;3;0;05/02/2015;9;3;9;2;4
BR8602944;3;0;6;66;7;1;0;0;0;26/06/1986;41;14;6;6;4
BR9917446;4;0;10;0;6;2;0;0;0;09/08/1999;12;8;4;4;3
WO2013003855;1;0;7;0;4;1;3;1;0;02/07/2012;15;2;6;1;3
BR8707835;7;0;34;62;5;2;2;0;0;02/10/1987;16;13;2;4;1
WO2012163837;1;0;9;8;5;1;4;0;0;25/05/2012;18;5;11;3;3
WO2011008924;2;0;22;23;5;0;5;0;0;15/07/2010;18;1;10;1;5
BR8001412;3;0;0;0;6;1;0;0;0;07/03/1980;1;2;0;0;0
BR9910941;3;0;3;16;4;2;5;0;0;04/06/1999;20;9;3;4;3
BR8008534;3;0;0;0;3;1;0;0;0;29/12/1980;1;2;1;1;1
BR7901384;4;0;1;6;5;0;0;0;0;07/03/1979;19;2;3;2;3
BR112023002501;6;0;6;6;1;1;2;0;0;05/09/2021;12;5;25;3;6
BR9505935;7;0;13;18;4;1;0;0;0;27/03/1995;14;5;7;3;3
BR0000759;2;0;0;0;4;1;8;0;0;22/02/2000;2;3;0;0;0
BR0204332;3;0;35;15;5;0;5;0;0;22/10/2002;11;16;13;3;3
WO2016088274;4;4;7;0;2;1;5;3;2;05/12/2014;11;2;9;2;4
BR9711692;3;0;2;0;2;4;2;0;0;08/08/1997;11;4;5;3;3
BR8203382;3;0;9;14;4;0;0;0;0;09/06/1982;13;13;17;4;4
BR8202523;1;0;7;2;7;1;0;0;0;30/04/1982;26;8;3;3;3
BR8008328;4;0;11;6;3;2;0;0;0;18/12/1980;17;4;3;2;2
BR8800781;3;0;5;15;5;1;0;0;0;24/02/1988;3;12;21;10;13
BR112022008083;3;0;5;2;0;1;0;0;0;28/10/2020;9;3;17;2;4
BR9807213;3;0;1;2;4;2;2;0;0;09/02/1998;20;2;3;2;2
WO2022128935;2;0;3;1;10;1;10;6;0;13/12/2021;6;13;18;4;6
WO2013086633;7;0;2;14;3;0;3;4;0;12/12/2012;10;9;9;2;3
BR7908261;3;0;3;31;7;1;0;0;0;17/12/1979;5;2;8;2;3
WO2016180259;7;4;10;28;8;1;8;0;22;04/05/2016;14;4;9;2;1
BR0007940;4;0;2;4;3;2;4;0;0;01/02/2000;17;3;1;3;1
BR8504455;2;0;0;0;5;2;0;0;0;13/09/1985;8;4;0;0;0
WO2016102316;3;0;9;11;4;0;6;2;0;17/12/2015;36;10;24;4;6
BR112019018575;1;0;0;0;3;2;4;0;20;07/03/2018;13;2;12;2;2
BR9204539;2;0;19;20;4;0;0;0;0;25/11/1992;13;4;3;4;3
WO2011031897;5;0;135;81;9;0;2;1;0;09/09/2010;19;2;6;2;2
BR9102236;2;0;2;6;4;0;0;0;0;31/05/1991;22;4;2;3;1
BR0212439;2;0;10;7;3;2;2;0;0;10/09/2002;15;8;7;4;3
BR102014032982;10;0;15;5;5;0;5;0;67;30/12/2014;22;5;7;4;4
BR8803909;2;0;2;5;5;1;0;0;0;05/08/1988;5;2;2;1;1
WO2018137013;7;0;9;0;12;1;10;1;0;05/01/2018;10;5;11;3;2
WO2012060961;3;0;28;61;2;1;1;1;0;04/10/2011;20;1;26;1;4
BR8102398;1;0;2;7;2;0;0;0;0;20/04/1981;16;13;17;2;3
BR9903629;2;0;22;6;2;0;2;0;0;16/08/1999;12;14;8;7;3
BR9804630;5;0;18;27;3;1;5;0;0;12/11/1998;13;15;18;6;3
BR8904539;1;0;0;0;1;1;0;0;0;05/09/1989;1;1;0;0;0
WO2013068459;1;0;31;12;9;1;4;1;0;08/11/2012;15;1;12;1;3
BR9710635;1;0;9;16;6;1;0;0;0;25/07/1997;7;3;4;2;3
BR112015007209;3;0;9;16;19;1;0;0;0;07/11/2013;12;4;4;3;2
BR8101334;2;0;1;38;4;0;0;0;0;05/03/1981;25;4;9;3;4
BR8101335;2;0;1;38;0;0;0;0;0;05/03/1981;25;4;9;3;4
WO2017088061;4;0;33;11;3;0;2;0;0;24/11/2016;8;9;13;6;6
BR9903224;1;0;0;1;8;1;3;0;0;19/07/1999;2;2;0;0;0
WO2010089437;4;0;6;12;6;1;2;12;0;26/01/2010;22;4;8;3;4
WO2012167252;4;0;18;3;4;0;2;2;0;04/06/2012;36;1;19;1;9
WO2009059254;9;0;25;47;5;0;4;4;0;31/10/2008;13;6;22;4;8
BR9906713;5;0;24;42;7;2;8;0;0;28/10/1999;40;6;3;3;2
BR8906945;5;0;8;3;5;2;0;0;0;02/05/1989;8;3;5;2;2
BR9910158;3;0;11;62;5;2;6;0;0;30/04/1999;9;17;15;6;5
WO2011087676;1;0;29;29;5;1;8;1;0;15/12/2010;18;0;11;0;5
BR9910281;3;0;16;740;10;2;12;0;0;07/05/1999;32;22;15;5;3
BR9800295;1;0;0;0;4;1;3;0;0;23/01/1998;1;3;1;2;1
BR0308478;3;0;24;29;4;2;4;0;0;02/04/2003;14;6;9;5;5
BR9803413;1;0;15;23;4;0;3;0;0;10/09/1998;7;4;2;3;2
BR9914519;1;0;45;32;6;1;3;0;0;12/10/1999;37;21;11;7;4
BR102018069025;3;0;0;0;2;1;2;0;9;19/09/2018;2;3;3;3;3
WO2013072723;1;0;12;6;4;1;5;9;0;17/11/2011;17;1;1;1;1
BR8003367;3;0;10;25;5;1;0;0;0;29/05/1980;12;8;6;3;3
WO2014154785;1;0;11;3;4;1;1;7;0;27/03/2014;16;7;8;3;2
WO2014187554;2;0;11;2;14;1;11;0;0;19/05/2014;5;1;14;1;6
BR9810952;3;0;3;33;2;3;0;0;0;18/06/1998;51;63;43;4;3
WO2016209183;2;0;9;2;5;0;1;1;0;26/05/2016;18;4;7;2;4
BR112022024215;1;0;14;1;0;1;3;0;0;10/06/2021;13;5;6;4;4
BR8103016;1;0;0;0;5;1;0;0;0;12/05/1981;1;3;1;2;1
BR9610780;2;0;12;55;13;1;0;0;0;09/10/1996;11;3;2;2;2
BR0113746;2;0;3;5;9;2;8;0;0;28/08/2001;11;2;2;2;2
BR112019019569;3;0;46;39;4;2;6;0;15;19/03/2018;88;1;17;1;6
BR102021004780;15;16;0;0;3;1;6;0;6;12/03/2021;1;3;0;0;0
BR9803928;1;0;0;0;6;1;6;0;0;16/10/1998;1;3;0;0;0
BR9813015;3;0;3;15;9;2;8;0;0;24/09/1998;17;5;5;3;3
WO2010141928;5;0;77;6;4;0;2;1;0;05/06/2010;14;3;2;2;1
BR9102407;1;0;4;5;4;0;2;0;0;10/06/1991;15;8;1;6;1
BR9912853;4;0;34;118;4;2;2;0;0;06/08/1999;50;25;12;7;6
BR112022025469;5;0;15;2;3;1;6;0;0;13/07/2021;9;10;18;2;2
BR9907855;1;0;8;93;11;1;14;0;0;11/02/1999;30;11;12;4;6
WO2013133455;2;1;11;3;3;0;3;0;16;11/03/2013;13;7;10;2;2
BR0301281;2;0;0;0;5;1;3;0;0;23/04/2003;3;3;0;0;0
WO2021243022;2;0;16;1;4;0;5;1;0;27/05/2021;10;4;10;2;4
BR112015029635;7;0;15;18;4;1;5;0;0;27/05/2014;29;6;14;3;4
WO2018116036;4;0;8;3;4;0;4;1;0;30/11/2017;18;3;6;3;4
BR7902079;1;0;6;7;1;1;0;0;0;04/04/1979;3;3;11;2;3
WO2020181166;1;0;8;5;5;0;3;0;0;06/03/2020;10;8;8;1;3
BR112018069064;6;0;11;6;5;1;3;0;0;20/03/2017;12;4;5;2;2
BR0312609;6;0;11;23;6;1;6;0;0;11/07/2003;14;9;8;5;3
WO2010124266;6;0;6;12;4;0;5;0;0;23/04/2010;5;1;4;1;4
WO2013012777;3;0;12;3;3;0;4;0;0;16/07/2012;13;6;4;1;1
BR8700673;4;0;5;7;4;1;0;0;0;13/02/1987;9;6;1;3;1
BR8008109;1;0;2;8;5;0;0;0;0;11/12/1980;6;1;2;1;2
WO2014130465;4;0;53;36;2;0;2;1;0;18/02/2014;13;4;25;2;4
WO2014081803;3;0;5;37;6;0;5;22;0;20/11/2013;18;5;28;2;4
BR0209546;3;0;67;144;17;1;8;0;0;13/05/2002;75;20;18;5;5
BR0015200;5;0;14;45;12;2;0;0;0;25/10/2000;23;11;7;4;3
BR8302409;4;0;3;6;3;0;0;0;0;09/05/1983;25;5;2;2;1
WO2015058295;1;0;3;12;3;0;1;6;0;20/10/2014;14;7;6;4;4
BR102013001906;2;0;0;0;5;1;7;0;9;25/01/2013;1;3;0;0;0
BR112016014519;18;0;12;12;5;1;0;0;0;18/12/2014;23;4;21;2;8
WO2022128937;2;0;3;0;10;1;10;6;0;13/12/2021;7;7;8;2;4
BR0103681;1;0;27;14;4;1;4;0;0;06/07/2001;17;10;10;3;3
BR9917122;2;0;8;4;5;3;5;0;0;31/12/1999;24;7;3;4;2
WO2021140208;3;0;11;1;3;1;2;1;0;08/01/2021;11;2;2;1;1
BR9910151;4;0;10;26;5;2;3;0;0;30/04/1999;12;7;6;6;5
BR0210153;5;0;12;8;25;3;7;0;0;04/06/2002;18;14;13;4;3
BR0000132;2;0;8;8;8;1;8;0;0;21/01/2000;19;4;2;3;1
WO2012016786;5;0;19;4;3;0;0;12;0;08/07/2011;15;3;15;1;5
BR112022025778;3;0;2;0;3;3;4;0;0;16/06/2021;103;8;12;6;5
BR9815632;1;0;5;39;11;2;10;0;0;17/09/1998;7;5;4;1;1
BR0113738;4;0;5;20;5;2;8;0;0;05/09/2001;11;4;5;2;2
BR9815580;1;0;11;34;6;1;13;0;0;13/11/1998;25;19;17;5;4
BR112023006304;1;0;2;1;2;1;2;0;0;05/10/2020;12;3;6;2;1
BR8007428;1;0;0;0;3;1;0;0;0;10/11/1980;1;1;1;1;1
BR8204524;1;0;0;0;3;1;0;0;0;02/08/1982;1;1;1;1;1
WO2008097620;5;0;34;35;5;1;4;2;0;06/02/2008;65;4;11;2;6
BR8306454;3;0;16;9;8;1;0;0;0;24/11/1983;2;2;4;2;2
