patent_id;inventors_count;images_count;backward_citations_count;foward_citations_count;nuns_count;aplications_count;top_10_words_count;non_patent_citations_count;independent_claims_count;application_date;family_count;ipcs_count;cpcs_count;ipcs_diversity_count;cpcs_diversity_count
BR7606124;4;0;4;0;1;1;0;0;0;16/09/1976;10;2;1;1;1
WO2014039560;5;0;14;8;7;1;2;3;0;04/09/2013;7;7;9;6;5
WO2016183684;6;0;7;17;3;0;1;1;0;19/05/2016;9;14;12;7;4
WO2015089428;2;0;8;0;6;0;2;1;0;12/12/2014;5;1;3;1;2
WO2010033441;2;0;14;9;5;0;3;0;0;14/09/2009;6;14;11;4;2
BR102014015027;10;0;0;0;7;1;9;0;7;20/06/2014;2;1;0;0;0
WO2006089329;2;0;10;37;1;1;2;1;0;23/02/2006;61;0;5;0;2
WO2007131829;5;0;16;10;4;2;2;1;0;28/03/2007;20;0;0;0;0
WO2013090526;3;0;22;8;4;0;4;3;0;13/12/2012;15;1;10;1;3
BR8900973;2;0;7;9;1;1;0;0;0;02/03/1989;34;13;7;3;2
BR0110148;5;0;2;23;8;1;6;0;0;10/04/2001;8;5;5;2;3
BR7605718;3;0;0;3;4;1;0;0;0;08/07/1976;45;11;2;3;1
BR8806159;2;0;15;3;3;1;1;0;0;23/11/1988;12;12;2;3;2
BR0115205;4;0;11;26;15;2;6;0;0;08/11/2001;24;8;15;1;2
BR8000059;1;0;0;0;4;1;0;0;0;07/01/1980;1;1;1;1;1
BR112023001804;3;0;28;2;10;12;32;0;0;28/07/2021;126;7;6;2;3
WO2013173569;5;0;69;39;4;0;2;5;0;16/05/2013;80;5;15;4;6
WO2021108248;1;0;8;0;4;0;1;8;0;20/11/2020;8;1;5;1;2
BR0317763;1;0;9;0;8;1;9;0;0;22/12/2003;5;3;5;1;3
WO2012013648;3;0;2;4;4;0;1;7;0;26/07/2011;14;2;6;2;3
WO2013001435;1;0;4;24;3;0;1;2;0;25/06/2012;12;4;2;3;2
BR9807616;5;0;9;5;4;1;2;0;0;16/02/1998;20;6;5;3;2
BR112016005456;1;0;139;7;7;2;4;0;0;17/09/2014;8;6;14;2;5
WO2011097214;6;0;276;8;3;1;3;0;0;01/02/2011;611;1;4;1;1
BR9805254;3;0;3;11;3;1;1;0;0;09/12/1998;25;4;1;3;1
BR7700433;4;0;0;0;1;1;0;0;0;24/01/1977;1;1;0;0;0
WO2009081204;2;0;8;5;2;2;1;1;0;19/12/2008;6;5;14;2;2
WO2007127059;2;0;64;91;3;0;2;2;0;10/04/2007;23;1;13;1;4
WO2010012102;4;0;18;7;3;0;2;5;0;30/07/2009;10;6;1;3;1
BR8302365;1;0;0;0;2;1;0;0;0;06/05/1983;1;3;1;3;1
BR8100728;1;0;0;0;4;1;0;0;0;06/02/1981;1;2;0;0;0
BR0001990;1;0;0;0;4;1;3;0;0;18/05/2000;1;0;0;0;0
WO2009003744;7;0;15;14;2;1;2;0;0;08/05/2008;13;2;2;1;1
WO2016046118;6;0;35;7;4;0;4;0;0;21/09/2015;15;1;4;1;2
WO2011022470;5;0;5;62;4;0;3;3;0;18/08/2010;132;2;3;2;1
WO2021168154;4;0;5;2;4;0;2;2;0;18/02/2021;5;2;4;1;2
BR0016440;5;0;10;16;5;2;2;0;0;14/12/2000;16;12;10;3;3
WO2010068521;1;0;2;7;2;0;1;15;0;01/12/2009;13;1;1;1;1
WO2010099201;4;0;106;94;3;0;2;1;0;24/02/2010;7;3;22;2;8
WO2011084718;2;0;6;30;7;0;2;1;0;17/12/2010;9;3;1;3;1
WO2016196233;7;0;44;5;9;0;4;144;0;26/05/2016;9;5;14;2;6
BR9904171;6;0;12;39;3;1;5;0;0;15/09/1999;24;9;5;3;1
WO2017125759;6;0;10;6;4;1;2;3;0;20/01/2017;18;2;4;2;3
WO2006110900;4;0;73;559;3;0;3;0;0;12/04/2006;66;1;10;1;4
WO2011011796;14;0;7;40;8;0;2;1;0;26/07/2010;24;5;10;3;4
BR8804704;1;0;8;4;3;1;0;0;0;13/09/1988;8;13;2;3;2
BR8104339;3;0;5;5;3;1;0;0;0;07/07/1981;10;8;2;3;2
WO2010025171;2;0;19;50;4;0;4;1;0;26/08/2009;13;1;10;1;5
BR8501509;1;0;4;9;3;1;0;0;0;01/04/1985;7;5;1;2;1
BR0212262;2;0;13;1236;11;1;10;0;0;02/09/2002;42;9;3;4;3
BR7900949;4;0;3;5;5;1;0;0;0;15/02/1979;8;8;5;4;4
BR8100467;2;0;5;3;2;1;0;0;0;28/01/1981;7;5;3;2;1
BR9500271;5;0;7;21;12;1;4;0;0;19/01/1995;37;10;4;3;2
BR0214336;2;0;4;15;12;2;8;0;0;21/11/2002;22;19;17;6;6
WO2021122853;5;0;11;8;3;0;0;0;0;16/12/2020;9;2;1;1;1
BR8402563;3;0;10;17;6;1;3;0;0;29/05/1984;13;9;2;3;2
BR112022000969;7;0;9;1;2;1;3;0;0;06/08/2020;17;2;5;2;4
WO2011140455;6;0;114;22;2;1;1;0;0;06/05/2011;611;4;4;1;1
BR0011499;4;0;5;192;10;2;10;0;0;02/06/2000;15;13;3;6;2
BR9912014;3;0;4;15;11;1;1;0;0;12/07/1999;15;4;5;2;3
WO2012085361;6;0;4;8;8;1;7;10;0;16/12/2011;8;4;3;2;2
WO2012068047;5;0;48;10;3;0;4;25;0;15/11/2011;12;1;11;1;4
BR8601562;4;0;11;13;2;2;1;0;0;04/04/1986;35;13;1;3;1
WO2015076305;1;1;6;11;2;0;3;1;5;19/11/2014;8;3;28;3;4
WO2016046121;6;0;36;1;3;0;3;0;0;21/09/2015;15;2;1;1;1
BR7907425;3;0;2;0;4;1;0;0;0;14/11/1979;10;0;0;0;0
BR9710696;4;0;14;206;21;2;4;0;0;24/06/1997;21;17;7;4;3
WO2014070415;3;0;18;9;4;0;2;5;0;11/10/2013;27;2;3;1;2
WO2016046117;6;0;32;2;6;0;4;0;0;21/09/2015;15;2;3;1;1
WO2012003310;1;0;8;5;2;0;1;0;0;30/06/2011;12;1;3;1;2
WO2011023298;2;0;32;26;3;1;1;23;0;04/08/2010;27;6;22;3;8
BR8901249;5;0;7;19;6;1;0;0;0;17/03/1989;13;11;2;3;1
WO2013138222;5;0;35;11;4;0;3;0;0;11/03/2013;22;2;13;1;7
BR8306704;2;0;10;15;2;1;0;0;0;06/12/1983;8;18;5;3;1
BR112015023146;5;0;9;2;3;2;4;0;0;09/06/2014;12;3;8;2;4
WO2012112751;3;0;21;3;2;0;3;2;0;16/02/2012;12;1;7;1;2
BR9809388;3;0;59;218;4;1;3;0;0;03/04/1998;184;16;16;5;3
BR0308507;3;0;1;23;3;2;1;0;0;17/03/2003;14;4;4;2;3
BR7605078;2;0;4;15;3;1;0;0;0;03/08/1976;13;7;2;3;2
WO2012050806;3;0;11;6;10;0;5;6;0;26/09/2011;8;9;15;2;3
BR8204840;1;0;4;2;8;0;0;0;0;18/08/1982;9;4;2;3;2
WO2022122267;1;0;19;0;3;0;2;11;0;05/11/2021;5;6;6;2;2
BR9302454;7;0;11;14;1;1;3;0;0;23/06/1993;20;10;6;3;2
BR0215872;1;0;7;9;6;2;7;0;0;11/11/2002;25;4;4;2;1
BR8903474;2;0;8;9;3;0;0;0;0;14/07/1989;11;10;3;3;1
BR112022024881;4;0;19;1;8;2;10;0;0;10/06/2021;8;0;0;0;0
BR0013029;1;0;10;32;2;2;3;0;0;15/05/2000;19;2;4;1;2
WO2010023186;2;0;46;10;3;0;4;3;0;24/08/2009;9;2;3;2;3
WO2016086010;6;0;23;14;12;0;12;3;0;24/11/2015;7;5;5;5;3
BR9714443;7;0;10;33;3;2;1;0;0;30/12/1997;24;5;4;2;1
WO2014179302;4;0;16;1;7;0;7;0;0;29/04/2014;9;0;15;0;5
WO2009013349;3;0;7;11;4;1;6;4;0;24/07/2008;13;3;7;3;6
BR112022012190;1;0;7;1;1;2;1;0;0;21/12/2020;14;4;19;2;3
WO2016072448;7;1;12;8;8;0;2;3;15;05/11/2015;13;0;0;0;0
BR102016028508;2;0;0;0;2;1;4;0;3;05/12/2016;2;3;7;3;4
WO2013178531;4;0;6;0;1;0;1;3;0;23/05/2013;14;0;0;0;0
BR0308324;5;0;13;7;11;2;5;0;0;10/03/2003;32;9;9;3;2
BR112018015651;2;0;14;4;2;2;3;0;0;10/02/2017;19;4;15;1;2
BR102021019778;3;9;0;0;5;1;4;0;13;01/10/2021;1;3;0;0;0
BR9007035;2;0;3;9;2;2;0;0;0;08/01/1990;5;8;1;3;1
WO2005023979;16;0;0;7;1;0;5;1;0;10/09/2004;3;5;1;4;1
WO2016116611;3;0;21;8;5;0;2;0;0;22/01/2016;28;2;17;2;4
WO2016116612;3;0;21;8;6;0;2;0;0;22/01/2016;28;2;17;2;4
WO2007089677;2;0;117;111;4;0;0;8;0;26/01/2007;27;2;8;2;4
WO2020037394;8;0;27;3;3;0;3;2;0;23/08/2019;27;12;15;5;5
WO2012021965;3;0;18;7;4;0;4;2;0;04/08/2011;12;2;1;1;1
BR112018013031;2;0;13;2;5;1;6;0;0;13/06/2017;9;2;16;2;4
WO2010093262;2;0;22;27;3;0;2;6;0;29/01/2010;22;3;6;1;4
BR9812429;2;0;2;4;3;2;4;0;0;04/09/1998;11;2;3;2;3
WO2013092965;1;0;14;3;3;0;3;1;0;21/12/2012;10;9;13;2;4
WO2019116182;4;0;15;5;3;0;0;1;0;07/12/2018;17;5;8;3;6
BR7804735;3;0;6;8;4;1;0;0;0;21/07/1978;20;17;1;3;1
BR112023001811;3;0;28;2;10;13;31;0;0;02/08/2021;126;3;6;1;3
BR7409213;1;0;0;9;1;1;0;0;0;04/11/1974;24;8;3;3;3
BR7703053;2;0;0;10;2;1;0;0;0;11/05/1977;14;16;2;3;1
BR0017119;3;0;3;14;5;1;1;0;0;15/02/2000;12;9;6;4;4
WO2009083466;4;0;24;17;2;0;3;0;0;17/12/2008;19;1;2;1;2
BR8200506;7;0;6;5;9;1;0;0;0;29/01/1982;19;22;11;2;2
BR9206015;2;0;16;185;6;2;2;0;0;15/05/1992;18;4;2;3;2
BR8502693;3;0;7;57;4;1;7;0;0;05/06/1985;28;4;3;2;2
BR112016016245;0;0;19;34;0;2;0;0;0;28/01/2015;20;0;10;0;4
WO2004053133;5;0;16;11;1;1;4;2;0;08/12/2003;11;1;1;1;1
BR102014031965;3;0;0;0;3;1;4;0;17;19/12/2014;2;4;0;0;0
WO2015002922;2;0;67;11;6;0;6;3;0;01/07/2014;17;6;8;1;1
BR112022008209;1;0;4;1;5;1;13;0;0;05/11/2020;5;6;24;1;3
BR112013011473;3;0;15;4;3;1;5;0;5;11/11/2010;11;4;5;2;3
WO2013117629;2;0;8;1;3;0;2;10;0;07/02/2013;7;11;11;2;2
WO2015085002;3;0;57;10;3;0;2;2;0;03/12/2014;4;2;14;1;4
WO2007099071;3;0;5;37;3;0;1;2;0;26/02/2007;11;2;3;1;2
BR112022019075;2;0;15;6;4;1;8;0;0;24/03/2021;19;4;11;3;6
WO2009114977;6;0;16;25;4;1;6;1;0;07/11/2008;7;4;6;3;4
WO2019168962;4;0;16;4;4;0;3;2;0;27/02/2019;36;3;7;2;5
BR8304393;1;0;0;0;4;1;0;0;0;15/08/1983;1;2;0;0;0
WO2011076751;2;0;38;7;4;1;4;1;0;20/12/2010;15;3;6;1;2
WO2016073351;4;0;6;5;2;0;1;0;0;02/11/2015;8;2;5;2;2
WO2013030816;3;0;10;9;5;1;0;3;0;31/08/2011;52;1;6;1;3
WO2018231663;2;0;13;16;6;1;4;6;0;11/06/2018;18;9;26;4;6
BR8000347;2;0;4;1;3;1;0;0;0;18/01/1980;12;9;3;6;3
BR112022013472;2;0;20;3;0;1;2;0;0;07/01/2021;5;2;7;2;4
WO2020079639;4;0;10;6;4;1;1;1;0;17/10/2019;11;3;12;1;3
BR9004845;3;0;3;9;1;1;1;0;0;27/09/1990;31;5;2;3;1
WO2021090021;3;0;58;6;3;1;1;0;0;06/11/2020;15;2;14;1;1
WO2016160584;4;0;43;17;5;0;3;31;0;25/03/2016;8;3;6;2;4
WO2014201235;9;0;17;189;5;0;1;1;0;12/06/2014;64;3;8;3;6
WO2009009388;7;0;8;31;3;3;4;0;0;02/07/2008;17;3;22;2;8
BR8500472;1;0;3;1;2;1;0;0;0;01/02/1985;11;5;1;2;1
WO2011076261;4;0;5;22;5;1;3;16;0;22/12/2009;19;2;4;1;3
BR112022020880;3;0;10;2;5;2;5;0;0;16/04/2021;13;5;14;4;5
BR8102608;3;0;5;9;1;1;0;0;0;28/04/1981;10;13;2;3;1
WO2012119929;7;0;20;12;6;0;1;35;0;01/03/2012;15;1;18;1;3
BR9914930;4;0;4;7;8;2;4;0;0;20/10/1999;16;13;7;3;2
WO2021090020;3;0;48;6;3;1;1;0;0;06/11/2020;13;3;19;1;2
WO2012061942;2;0;40;19;7;0;8;1;0;09/11/2011;31;5;12;4;7
BR102021004720;5;0;0;0;0;1;3;0;3;12/03/2021;1;3;0;0;0
WO2016161515;2;0;217;6;5;0;2;3;0;08/04/2016;50;8;14;5;7
BR8602326;7;0;16;18;6;1;0;0;0;22/05/1986;16;17;7;4;4
WO2021122612;2;0;15;0;3;0;3;1;0;15/12/2020;10;4;8;2;3
BR9408010;2;0;1;107;14;2;11;0;0;08/11/1994;22;9;4;3;3
BR112022021838;3;0;32;0;0;1;7;0;0;27/04/2021;14;7;22;2;5
BR7904037;6;0;5;6;1;0;0;0;0;26/06/1979;11;3;2;2;1
BR9812426;6;0;3;6;1;2;0;0;0;04/08/1998;26;6;6;6;6
BR102021020580;4;0;0;0;2;1;4;0;6;14/10/2021;1;1;0;0;0
WO2014143877;3;0;118;2;2;1;2;0;0;14/03/2014;8;2;4;1;1
BR0000487;1;0;12;42;3;1;2;0;0;17/02/2000;15;3;3;2;3
BR9904743;2;0;8;5;1;1;1;0;0;19/10/1999;14;4;4;2;2
BR112014018844;3;0;10;23;3;1;3;0;14;31/01/2013;28;6;22;2;4
WO2019053956;1;1;16;0;2;0;3;4;16;29/05/2018;11;3;13;2;3
WO2012139666;9;0;18;21;5;0;1;14;0;06/12/2011;15;5;2;2;2
BR9917026;2;0;78;60;4;1;2;0;0;08/12/1999;37;9;8;4;3
BR122018075948;4;6;126;57;2;1;5;0;17;09/03/2007;133;9;9;3;5
WO2016062857;12;0;33;15;4;0;6;47;0;23/10/2015;36;3;10;3;5
BR7708161;1;0;1;3;5;1;0;0;0;08/12/1977;17;5;1;3;1
BR0109265;2;0;26;11;6;2;5;0;0;13/03/2001;8;1;1;1;1
BR9913663;6;0;7;16;5;1;6;0;0;01/09/1999;19;17;8;3;2
WO2018147289;3;7;9;2;4;0;4;4;13;06/02/2018;7;3;8;3;4
BR0307507;2;0;1;1;13;2;10;0;0;06/02/2003;10;2;6;1;2
BR8904435;1;0;9;0;3;1;0;0;0;01/09/1989;17;12;3;3;2
BR9004854;2;0;8;26;2;1;1;0;0;27/09/1990;18;11;5;3;1
WO2011076333;3;0;24;2;1;1;1;1;0;03/12/2010;14;7;15;2;3
WO2019116382;8;0;2;0;2;0;3;4;0;28/11/2018;8;3;7;3;5
WO2021101496;10;0;27;0;5;1;2;1;0;22/11/2019;9;7;10;1;1
WO2017203089;4;0;9;3;2;1;2;1;0;26/05/2017;12;4;23;2;2
WO2012071470;2;0;15;2;5;0;0;6;0;22/11/2011;13;1;6;1;4
BR0003219;1;0;14;4;4;1;3;0;0;31/07/2000;15;3;4;3;4
WO2007034068;2;0;6;5;3;1;2;0;0;19/09/2006;16;2;3;2;3
BR8104051;3;0;6;13;2;1;0;0;0;26/06/1981;35;9;1;3;1
BR112023001853;3;0;28;2;13;12;40;0;0;28/07/2021;126;7;6;2;3
WO2017031439;2;0;60;9;6;0;1;4;0;19/08/2016;12;10;15;2;4
BR8604815;1;0;6;122;4;1;1;0;0;03/10/1986;11;6;21;4;7
BR9809714;5;0;3;2;4;1;5;0;0;03/04/1998;6;2;2;2;2
WO2013053924;3;0;12;3;4;1;2;12;0;12/10/2012;14;3;6;1;3
WO2006118923;4;0;16;6;4;1;3;1;0;27/04/2006;12;1;2;1;1
BR112022015849;4;0;33;3;5;1;4;0;0;22/02/2021;10;5;11;1;5
WO2008021005;2;0;7;1;3;1;5;1;0;02/08/2007;10;3;4;3;3
WO2006086351;4;0;20;16;5;1;3;0;0;07/02/2006;5;3;6;2;4
WO2010049465;5;0;16;6;6;0;8;1;0;28/10/2009;17;8;11;2;2
BR112022009067;6;0;33;0;2;1;3;0;0;12/11/2019;7;1;8;1;4
BR112017015742;6;0;13;6;5;1;2;0;0;22/01/2016;14;2;21;2;6
BR8403993;2;0;3;7;8;1;4;0;0;09/08/1984;10;9;2;3;1
WO2011097190;9;0;6;4;5;1;4;0;0;01/02/2011;611;1;3;1;1
WO2017091361;1;0;20;5;7;0;4;4;0;10/11/2016;12;4;8;2;5
WO2014164156;8;0;42;5;3;0;2;22;0;05/03/2014;19;1;4;1;3
BR112022025999;2;0;24;9;3;1;5;0;0;21/06/2021;10;3;19;3;13
BR0200900;6;0;50;21;6;1;3;0;0;21/03/2002;33;7;4;3;4
WO2010008497;2;0;32;46;3;1;1;1;0;30/06/2009;52;2;34;2;2
WO2013122917;4;0;11;15;3;0;4;17;0;12/02/2013;6;6;9;4;5
BR9611000;2;0;56;73;18;1;11;0;0;11/10/1996;20;8;4;3;3
BR8105498;2;0;0;0;7;1;0;0;0;28/08/1981;3;5;5;1;1
BR8303462;8;0;13;19;12;1;0;0;0;28/06/1983;28;13;12;3;3
WO2011160030;5;0;55;33;6;1;4;10;0;17/06/2011;119;4;8;4;6
BR0308379;9;0;2;8;0;1;2;0;0;11/03/2003;15;4;3;2;3
BR112015007628;2;0;129;7;29;1;13;0;0;08/10/2013;20;4;13;4;3
WO2013120757;8;0;14;5;3;0;2;2;0;07/02/2013;15;5;11;3;3
WO2018129275;4;0;106;16;3;0;1;4;0;05/01/2018;25;5;12;2;3
WO2009106550;5;0;11;19;5;0;3;3;0;26/02/2009;17;5;5;3;3
WO2014193344;2;0;10;1;5;1;0;2;0;28/05/2013;7;3;5;2;4
BR8503590;1;0;5;15;3;0;0;0;0;29/07/1985;21;17;8;4;3
WO2020186368;4;0;7;1;3;1;2;5;0;13/03/2020;6;6;4;3;2
WO2018111792;4;0;16;3;4;0;5;12;0;12/12/2017;8;4;7;2;4
BR0305416;2;0;0;0;6;1;5;0;0;31/10/2003;1;2;0;0;0
BR8105777;4;0;3;5;3;1;0;0;0;08/09/1981;44;9;7;3;4
BR8803781;4;0;8;3;6;2;0;0;0;29/07/1988;8;9;3;3;2
WO2013105033;6;0;2;3;5;0;1;9;0;09/01/2013;8;2;5;1;2
BR0016119;5;0;5;3;3;1;4;0;0;01/12/2000;20;5;3;2;1
BR112019004227;3;0;5;0;5;2;6;0;0;22/08/2017;25;1;6;1;5
BR112022012668;7;0;53;4;3;1;7;0;0;13/08/2020;11;2;22;2;11
WO2011107789;3;0;9;16;2;1;2;2;0;01/03/2011;11;5;15;4;6
BR8503589;3;0;4;7;2;0;0;0;0;29/07/1985;14;5;3;2;2
WO2017015361;2;0;22;2;12;0;4;1;0;20/07/2016;12;5;11;4;7
WO2022034235;2;0;8;1;6;1;4;15;0;14/08/2021;10;2;3;1;2
WO2015184276;5;0;155;5;2;0;3;3;0;29/05/2015;12;11;29;3;3
WO2012166854;5;0;12;10;3;0;2;1;0;31/05/2012;11;19;26;2;6
WO2015104262;2;0;2;5;5;1;5;0;0;06/01/2015;11;2;10;2;4
BR9709680;1;0;13;2;0;2;1;0;0;10/06/1997;10;4;4;1;1
WO2009057810;9;0;13;11;1;3;6;1;0;29/10/2008;15;8;7;3;6
BR0203496;2;0;0;0;5;1;15;0;0;30/08/2002;1;2;0;0;0
WO2012102290;5;4;14;41;9;2;7;5;35;25/01/2012;16;20;28;6;8
WO2022008693;5;0;9;1;3;1;1;7;0;08/07/2021;7;4;11;2;4
WO2013163571;4;0;11;19;6;1;4;21;0;26/04/2013;61;1;8;1;3
BR9612744;3;0;0;0;14;2;9;0;0;11/10/1996;11;2;0;0;0
BR0008759;3;0;33;56;5;1;3;0;0;14/01/2000;152;17;11;6;4
WO2020206050;4;0;12;1;3;0;1;7;0;02/04/2020;8;7;8;2;3
WO2021129396;7;16;2;2;4;3;3;21;26;09/12/2020;11;2;5;1;3
WO2022149357;1;2;9;0;4;0;4;1;5;18/11/2021;13;6;12;3;3
WO2011097227;8;0;114;33;10;1;8;0;0;01/02/2011;611;1;8;1;2
WO2020100072;6;0;13;9;2;0;1;12;0;13/11/2019;5;5;8;1;3
BR9902585;3;0;0;3;4;1;6;0;0;11/02/1999;1;8;0;0;0
WO2018027131;3;0;58;21;5;0;1;0;0;04/08/2017;7;7;11;3;5
BR0011220;1;0;19;44;4;2;6;0;0;19/04/2000;15;3;3;1;1
BR9815520;1;0;7;8;14;1;12;0;0;04/05/1998;12;4;3;1;2
BR9900889;3;0;0;0;4;1;9;0;0;03/05/1999;1;2;0;0;0
BR112018004854;0;0;8;3;0;2;0;0;0;19/08/2016;25;0;8;0;3
WO2016093294;4;1;3;1;1;0;3;1;7;10/12/2015;5;2;6;2;4
BR8206383;5;0;10;22;4;1;1;0;0;03/11/1982;18;7;3;3;2
WO2014008364;4;0;47;42;2;0;1;1;0;03/07/2013;54;1;11;1;4
BR0300718;1;0;0;0;8;1;4;0;0;11/03/2003;1;1;0;0;0
BR9708252;2;0;3;10;4;2;0;0;0;27/02/1997;11;7;3;4;1
BR112022016605;3;0;8;0;3;2;6;0;0;03/02/2021;4;2;6;2;4
BR9906444;2;0;6;7;3;1;3;0;0;07/05/1999;14;17;6;5;4
WO2011066382;5;0;7;14;4;0;5;1;0;24/11/2010;173;2;6;2;2
BR7605813;1;0;0;0;3;1;0;0;0;26/08/1976;1;2;0;0;0
WO2017125087;3;0;13;5;6;0;4;6;15;22/01/2017;25;1;11;1;1
BR9611393;1;0;4;5;4;1;0;0;0;08/11/1996;6;11;9;4;4
BR0000040;4;0;10;16;4;1;4;0;0;11/01/2000;15;2;9;1;1
WO2015055315;3;0;12;12;4;1;3;6;0;16/10/2014;7;5;17;2;5
BR0309023;3;0;3;9;3;1;2;0;0;26/03/2003;10;11;6;5;3
WO2012006499;5;0;129;25;2;2;4;0;0;08/07/2011;253;1;9;1;1
WO2009109634;4;0;2;12;3;0;1;5;0;05/03/2009;10;3;3;2;3
WO2022122814;6;0;3;0;9;0;8;4;0;08/12/2021;9;4;5;2;2
BR9910414;6;0;3;5;19;2;16;0;0;05/05/1999;10;1;1;1;1
WO2009134878;3;0;9;19;4;0;4;3;0;29/04/2009;16;3;1;3;1
BR112015031051;5;0;84;16;9;1;6;0;0;10/06/2014;20;2;11;1;6
BR9507156;3;0;2;11;7;2;0;0;0;22/03/1995;10;12;4;4;3
BR8706121;2;0;16;4;3;1;4;0;0;12/11/1987;14;4;2;2;2
WO2018176021;5;0;7;3;6;0;3;23;0;24/03/2018;4;1;4;1;4
BR0108704;1;0;9;6;12;3;12;0;0;23/02/2001;13;5;11;1;3
BR8605623;8;0;15;3;9;1;1;0;0;14/11/1986;18;11;6;3;2
WO2018035354;10;0;81;28;7;0;4;0;0;17/08/2017;55;2;11;1;3
WO2012015605;5;0;4;8;3;0;2;43;0;14/07/2011;11;4;5;4;4
BR9908343;4;0;9;60;9;2;9;0;0;28/01/1999;18;17;15;5;5
BR7708541;5;0;11;32;5;2;0;0;0;21/12/1977;57;10;1;4;1
WO2020225709;1;0;11;17;3;1;1;2;0;04/05/2020;15;11;14;5;2
BR0117131;3;0;20;0;0;1;1;0;0;20/09/2001;11;18;11;4;4
BR9815450;1;0;2;8;17;1;11;0;0;19/03/1998;14;3;4;3;1
WO2014025021;2;9;21;11;7;0;5;3;7;09/08/2013;18;6;52;3;5
BR8001261;2;0;22;43;7;1;0;0;0;03/03/1980;23;10;14;4;4
BR8001353;2;0;22;43;7;1;0;0;0;03/03/1980;23;10;14;4;4
BR8905273;3;0;10;5;2;1;0;0;0;17/10/1989;13;2;2;2;2
WO2013078290;9;0;6;10;6;0;3;0;0;21/11/2012;7;2;11;1;4
BR0114477;4;0;6;20;2;2;2;0;0;05/10/2001;24;9;4;4;3
BR102020025938;2;4;0;0;3;1;2;0;12;17/12/2020;1;7;0;0;0
WO2007034067;2;0;9;31;3;1;2;2;0;19/09/2006;16;2;3;2;3
BR8007876;1;0;0;0;3;0;0;0;0;02/12/1980;8;7;0;0;0
WO2011037194;6;2;6;14;3;1;0;1;8;24/09/2010;6;7;5;6;2
BR9911525;1;0;16;67;47;1;27;0;0;09/06/1999;18;15;12;6;5
BR9914248;3;0;15;122;2;2;3;0;0;29/09/1999;20;9;2;3;1
BR0209425;4;0;6;33;16;1;13;0;0;29/04/2002;22;17;3;6;2
WO2013017644;3;0;13;8;3;0;1;21;0;02/08/2012;22;3;18;2;4
WO2014200344;3;0;19;15;2;0;6;5;0;12/06/2014;15;4;19;4;4
WO2011080503;5;0;177;55;3;2;0;2;0;24/12/2010;51;1;13;1;5
WO2010058119;1;0;13;28;3;1;3;3;0;17/11/2009;8;1;16;1;6
WO2012012283;4;0;14;3;5;1;3;0;0;15/07/2011;17;4;5;1;2
WO2015082077;1;0;13;5;4;1;5;2;0;05/12/2014;14;6;9;1;2
BR112022008592;9;0;8;3;3;1;5;0;0;05/11/2020;8;2;5;1;3
BR0113916;2;0;3;11;6;2;5;0;0;18/09/2001;18;13;10;5;2
BR0114931;2;0;11;4;6;2;5;0;0;18/10/2001;23;8;3;2;1
WO2022136700;4;0;7;0;4;1;2;2;0;24/12/2021;3;11;13;4;3
BR0201502;2;0;0;0;7;1;7;0;0;30/04/2002;1;4;1;1;1
WO2017184729;1;0;17;1;3;0;2;1;0;19/04/2017;12;2;22;2;9
WO2016160956;6;0;12;2;3;0;2;0;0;30/03/2016;15;3;10;1;4
BR8400621;2;0;26;25;10;1;7;0;0;13/02/1984;20;8;4;3;3
BR8207917;2;0;4;2;5;2;0;0;0;29/10/1982;12;4;5;2;5
BR0000073;4;0;4;4;7;0;5;0;0;17/01/2000;11;2;2;1;1
BR0110200;3;0;23;9;5;2;5;0;0;19/04/2001;27;4;2;1;1
BR0108703;1;0;7;7;6;2;6;0;0;22/02/2001;9;5;10;1;2
BR8006966;2;0;8;14;5;1;0;0;0;29/10/1980;6;11;21;4;5
WO2013096483;4;0;11;0;3;1;2;1;0;19/12/2012;38;3;3;1;1
BR0107561;5;0;99;52;9;1;5;0;0;09/01/2001;84;13;10;5;3
BR9713144;3;0;11;93;10;3;16;0;0;25/11/1997;44;17;9;3;2
WO2020243363;3;0;7;1;6;0;2;4;0;28/05/2020;37;4;14;2;4
BR9000434;4;0;11;69;4;1;0;0;0;31/01/1990;10;13;9;4;4
BR112022024104;3;0;10;1;1;2;6;0;0;22/05/2021;8;6;9;2;3
WO2013165308;4;0;12;8;4;0;2;8;0;30/04/2013;14;4;7;4;6
BR8306625;1;0;0;0;9;1;0;0;0;02/12/1983;1;2;0;0;0
WO2013186540;3;0;10;8;2;2;2;7;0;10/06/2013;62;3;10;1;4
BR9004787;4;0;10;10;2;1;0;0;0;25/09/1990;16;8;6;3;1
BR112020000329;5;0;6;0;7;2;6;0;10;10/07/2018;13;2;2;1;1
WO2009150363;1;0;34;6;3;1;1;0;0;19/05/2009;17;7;8;4;3
BR112022008894;4;0;43;2;5;2;4;0;0;04/12/2020;51;3;8;2;3
WO2009113101;3;0;10;3;8;0;2;1;0;16/02/2009;9;2;2;1;1
WO2013011298;3;0;24;7;2;3;1;10;0;16/07/2012;62;2;4;1;1
BR102012029596;1;0;0;0;2;1;3;0;5;21/11/2012;1;3;0;0;0
BR112017014982;1;0;11;1;4;1;2;0;0;05/01/2016;12;3;5;2;3
