patent_id,application_date,newer_ipc,years_since_application
BR6102609,1990-12-28,C07K 14/00,5
BR6102609,1990-12-28,C07K 14/00,5
BR6102609,1990-12-28,C07K 14/41,5
BR6102609,1990-12-28,C07K 14/41,5
BR6102609,1990-12-28,C07K 16/00,5
BR6102609,1990-12-28,C07K 16/00,5
BR6102609,1990-12-28,C07K 16/40,5
BR6102609,1990-12-28,C07K 16/40,5
BR6007664,1982-02-15,A23B 9/02,8
BR6007664,1982-02-15,A23B 9/08,8
BR6136582,1994-01-12,A61K 38/00,1
BR6136582,1994-01-12,A61K 38/00,1
BR6136582,1994-01-12,C07K 14/00,1
BR6136582,1994-01-12,C07K 14/00,1
BR6136582,1994-01-12,C07K 14/415,1
BR6136582,1994-01-12,C07K 14/415,1
BR6136582,1994-01-12,C07K 14/435,1
BR6136582,1994-01-12,C07K 14/435,1
BR6171291,1996-06-07,A61K 8/00,10
BR6171291,1996-06-07,A61K 8/00,10
BR6171291,1996-06-07,A61K 8/30,10
BR6171291,1996-06-07,A61K 8/44,10
BR6171291,1996-06-07,A61K 8/64,10
BR6171291,1996-06-07,A61K 8/66,10
BR6171291,1996-06-07,A61K 8/96,10
BR6171291,1996-06-07,A61K 8/99,10
BR6171291,1996-06-07,A61P 1/00,4
BR6171291,1996-06-07,A61P 1/02,4
BR6171291,1996-06-07,A61Q 11/00,10
BR6171291,1996-06-07,A61Q 11/00,10
BR6280677,2002-03-27,A61K 8/00,4
BR6280677,2002-03-27,A61K 8/00,4
BR6280677,2002-03-27,A61K 8/30,4
BR6280677,2002-03-27,A61K 8/37,4
BR6280677,2002-03-27,A61K 8/41,4
BR6280677,2002-03-27,A61K 8/46,4
BR6280677,2002-03-27,A61Q 13/00,4
BR6280677,2002-03-27,A61Q 13/00,4
BR6280677,2002-03-27,A61Q 15/00,4
BR6280677,2002-03-27,A61Q 15/00,4
BR6280677,2002-03-27,A61Q 19/00,4
BR6280677,2002-03-27,A61Q 19/00,4
BR6280677,2002-03-27,A61Q 19/10,4
BR6280677,2002-03-27,A61Q 19/10,4
BR6201336,1998-06-24,A61K 31/136,2
BR6201336,1998-06-24,A61K 31/136,2
BR6201336,1998-06-24,A61K 31/166,2
BR6201336,1998-06-24,A61K 31/166,2
BR6201336,1998-06-24,A61K 31/196,2
BR6201336,1998-06-24,A61P 3/00,2
BR6201336,1998-06-24,A61P 3/10,2
BR6201336,1998-06-24,A61P 9/00,2
BR6201336,1998-06-24,A61P 9/00,2
BR6201336,1998-06-24,A61P 9/04,2
BR6201336,1998-06-24,A61P 9/10,2
BR6201336,1998-06-24,A61P 17/00,2
BR6201336,1998-06-24,A61P 17/06,2
BR6201336,1998-06-24,A61P 25/00,2
BR6201336,1998-06-24,A61P 25/28,2
BR6201336,1998-06-24,A61P 29/00,2
BR6201336,1998-06-24,A61P 29/00,2
BR6201336,1998-06-24,A61P 35/00,2
BR6201336,1998-06-24,A61P 35/00,2
BR6201336,1998-06-24,A61P 37/00,2
BR6201336,1998-06-24,A61P 37/02,2
BR6201336,1998-06-24,A61P 43/00,2
BR6201336,1998-06-24,A61P 43/00,2
BR5955346,1977-04-22,A01N 37/34,3
BR5955346,1977-04-22,A01N 37/34,3
BR5955346,1977-04-22,A01N 53/00,3
BR5955346,1977-04-22,A01N 53/00,3
BR5955346,1977-04-22,A01N 53/08,18
BR5955346,1977-04-22,A01N 53/14,18
BR5955346,1977-04-22,A01P 7/04,29
BR5955346,1977-04-22,A01P 7/04,29
BR5955346,1977-04-22,C07B 31/00,8
BR5955346,1977-04-22,C07B 31/00,8
BR5955346,1977-04-22,C07B 55/00,8
BR5955346,1977-04-22,C07B 55/00,8
BR5955346,1977-04-22,C07B 57/00,8
BR5955346,1977-04-22,C07B 57/00,8
BR5955346,1977-04-22,C07C 69/743,3
BR5955346,1977-04-22,C07C 253/00,13
BR5955346,1977-04-22,C07C 253/00,13
BR5955346,1977-04-22,C07C 253/30,13
BR5955346,1977-04-22,C07C 255/00,13
BR5955346,1977-04-22,C07C 255/32,13
BR5955346,1977-04-22,C07C 255/38,13
BR5955346,1977-04-22,C07C 255/39,13
BR5955346,1977-04-22,C07C 255/53,13
BR29930194,2009-12-23,C12N 5/0735,1
BR5990251,1979-08-20,C12P 7/02,1
BR5990251,1979-08-20,C12P 7/08,1
BR6201142,1998-06-17,A61K 31/5575,2
BR6201142,1998-06-17,A61P 1/00,2
BR6201142,1998-06-17,A61P 1/04,2
BR6201142,1998-06-17,A61P 9/00,2
BR6201142,1998-06-17,A61P 9/00,2
BR6201142,1998-06-17,A61P 15/00,2
BR6201142,1998-06-17,A61P 15/10,2
BR6201142,1998-06-17,A61P 27/00,2
BR6201142,1998-06-17,A61P 27/00,2
BR6201142,1998-06-17,A61P 27/06,2
BR6308326,2004-01-22,C10L 1/188,2
BR6308326,2004-01-22,C10L 1/222,2
BR6308326,2004-01-22,C10L 10/08,2
BR6308326,2004-01-22,C10L 10/08,2
BR6206336,1999-02-03,A61K 31/726,1
BR6206336,1999-02-03,A61K 31/728,1
BR6206336,1999-02-03,A61P 19/00,1
BR6206336,1999-02-03,A61P 19/08,1
BR5940958,1975-07-08,C07C 203/00,15
BR5940958,1975-07-08,C07C 203/00,15
BR5940958,1975-07-08,C07C 203/04,15
BR5987246,1980-04-01,C07C 209/00,10
BR5987246,1980-04-01,C07C 209/60,10
BR5984641,1979-10-31,C07C 255/00,11
BR5984641,1979-10-31,C07C 255/38,11
BR5984641,1979-10-31,C07C 51/60,1
BR5984641,1979-10-31,C07C 51/64,1
BR5984641,1979-10-31,C07C 57/72,1
BR5984641,1979-10-31,C07C 57/76,1
BR5984641,1979-10-31,C07C 253/00,11
BR5984641,1979-10-31,C07C 253/00,11
BR5953819,1976-12-14,C07B 61/00,9
BR5953819,1976-12-14,C07B 61/00,9
BR5994688,1980-10-22,C07C 265/00,10
BR5994688,1980-10-22,C07C 265/14,10
BR5994688,1980-10-22,C07C 241/00,10
BR5994688,1980-10-22,C07C 241/00,10
BR5994688,1980-10-22,C09J 175/04,10
BR5994688,1980-10-22,C09J 175/04,10
BR6209145,1999-11-10,A61K 8/72,7
BR6209145,1999-11-10,A61K 8/896,7
BR6209145,1999-11-10,A61K 8/898,7
BR6209145,1999-11-10,A61Q 17/04,7
BR6209145,1999-11-10,A61Q 17/04,7
BR6265992,2001-12-12,C10L 10/08,5
BR6265992,2001-12-12,C10L 10/08,5
BR5975616,1979-01-30,C07C 49/185,1
WO2002066785,2001-02-23,C09K 8/52,5
BR6005167,1981-09-30,C07C 29/147,9
BR5965962,1978-04-04,A01N 47/10,2
BR5965962,1978-04-04,A01N 47/22,2
BR5965962,1978-04-04,C07C 325/00,12
BR5965962,1978-04-04,C07C 325/00,12
BR5965962,1978-04-04,C07C 381/00,12
BR5965962,1978-04-04,C07C 381/12,12
BR5965962,1978-04-04,C07D 295/205,12
BR325273899,2019-11-19,A01N 63/40,1
BR5997673,1981-03-30,C07C 29/157,9
BR6176484,1997-10-27,A61P 37/00,3
BR6176484,1997-10-27,A61P 37/04,3
BR6170792,1996-06-14,A61K 36/00,10
BR6170792,1996-06-14,A61K 36/00,10
BR6170792,1996-06-14,A61K 36/06,10
BR6170792,1996-06-14,A61K 36/06,10
BR6170792,1996-06-14,A61K 36/88,10
BR6170792,1996-06-14,A61K 36/899,10
BR6170792,1996-06-14,A61K 36/8998,10
BR6005590,1981-10-27,C07B 61/00,4
BR6005590,1981-10-27,C07B 61/00,4
BR6260350,2001-02-01,A61K 36/00,5
BR6260350,2001-02-01,A61K 36/00,5
BR6260350,2001-02-01,A61K 36/185,5
BR6260350,2001-02-01,A61K 36/28,5
BR6283930,2002-09-10,A61K 8/00,4
BR6283930,2002-09-10,A61K 8/00,4
BR6283930,2002-09-10,A61K 8/30,4
BR6283930,2002-09-10,A61K 8/37,4
BR6283930,2002-09-10,A61K 8/92,4
BR6283930,2002-09-10,A61K 8/92,4
BR6283930,2002-09-10,A61Q 5/02,4
BR6283930,2002-09-10,A61Q 5/02,4
BR6283930,2002-09-10,A61Q 13/00,4
BR6283930,2002-09-10,A61Q 13/00,4
BR5934184,1975-02-19,C07B 61/00,10
BR5934184,1975-02-19,C07B 61/00,10
BR6073752,1988-10-05,A01N 53/08,7
BR6211316,1999-03-03,A61K 31/404,1
BR6211316,1999-03-03,A61K 31/403,1
BR6211316,1999-03-03,A61K 31/403,1
BR6211316,1999-03-03,A61P 27/00,1
BR6211316,1999-03-03,A61P 27/02,1
BR6211316,1999-03-03,A61P 27/06,1
BR6308318,2004-01-26,C10L 1/222,2
BR6308318,2004-01-26,C10L 10/08,2
BR6308318,2004-01-26,C10L 10/08,2
BR5990987,1979-12-07,A61L 2/16,1
BR5990987,1979-12-07,A61L 2/16,1
BR5990987,1979-12-07,C12P 7/02,1
BR5990987,1979-12-07,C12P 7/06,1
BR6191404,1997-10-09,A61K 31/403,3
BR6191404,1997-10-09,A61K 31/404,3
BR6191404,1997-10-09,A61P 31/00,3
BR6191404,1997-10-09,A61P 31/04,3
BR6191404,1997-10-09,A61P 31/12,3
BR6267919,2002-08-20,A61K 8/00,4
BR6267919,2002-08-20,A61K 8/00,4
BR6267919,2002-08-20,A61K 8/30,4
BR6267919,2002-08-20,A61K 8/37,4
BR6267919,2002-08-20,A61K 8/92,4
BR6267919,2002-08-20,A61K 8/92,4
BR6267919,2002-08-20,A61Q 5/02,4
BR6267919,2002-08-20,A61Q 5/02,4
BR6267919,2002-08-20,A61Q 13/00,4
BR6267919,2002-08-20,A61Q 13/00,4
BR6310293,2004-08-13,C10L 1/188,2
BR5975556,1979-01-29,A01N 37/34,1
BR5975556,1979-01-29,A01N 37/34,1
BR5975556,1979-01-29,A01N 37/10,1
BR5975556,1979-01-29,A01N 37/10,1
BR5975556,1979-01-29,A01N 37/36,1
BR5975556,1979-01-29,A01N 37/38,1
BR5975556,1979-01-29,C07C 57/58,1
BR5975556,1979-01-29,C07C 57/76,1
BR5975556,1979-01-29,C07C 253/00,11
BR5975556,1979-01-29,C07C 253/00,11
BR5975556,1979-01-29,C07C 255/00,11
BR5975556,1979-01-29,C07C 255/38,11
BR5975556,1979-01-29,C07C 255/53,11
BR6203376,1998-09-10,A61K 31/198,2
BR6203376,1998-09-10,A61K 31/4406,2
BR6203376,1998-09-10,A61K 31/4406,2
BR6203376,1998-09-10,A61K 31/472,2
BR6203376,1998-09-10,A61K 31/472,2
BR6203376,1998-09-10,A61P 3/00,2
BR6203376,1998-09-10,A61P 3/10,2
BR6245091,2000-10-30,A23G 3/34,6
BR6245091,2000-10-30,A23G 3/50,6
BR29923251,2009-09-28,C12N 5/073,1
BR6006198,1981-12-01,B01J 23/889,14
BR6006198,1981-12-01,B01J 38/00,4
BR6006198,1981-12-01,B01J 38/00,4
BR6006198,1981-12-01,C07B 61/00,4
BR6006198,1981-12-01,C07B 61/00,4
BR5984762,1979-11-07,C07C 41/05,1
BR5984762,1979-11-07,C07B 61/00,6
BR5984762,1979-11-07,C07B 61/00,6
BR5919671,1973-05-15,C07C 45/38,7
BR5919671,1973-05-15,B01J 23/00,1
BR5919671,1973-05-15,B01J 23/00,1
BR5919671,1973-05-15,C07B 61/00,12
BR5919671,1973-05-15,C07B 61/00,12
BR5919671,1973-05-15,C07C 45/29,7
BR5919671,1973-05-15,C07C 45/81,7
BR5924023,1974-01-18,A01N 53/00,6
BR5924023,1974-01-18,A01N 53/08,21
BR5924023,1974-01-18,C07C 41/22,6
BR5924023,1974-01-18,C07C 41/26,6
BR5924023,1974-01-18,C07C 45/42,6
BR5924023,1974-01-18,C07C 45/43,6
BR6233233,1999-12-11,A61P 1/00,1
BR6233233,1999-12-11,A61P 1/04,1
BR6233233,1999-12-11,A61P 3/00,1
BR6233233,1999-12-11,A61P 3/10,1
BR6233233,1999-12-11,A61P 7/00,1
BR6233233,1999-12-11,A61P 7/02,1
BR6233233,1999-12-11,A61P 9/00,1
BR6233233,1999-12-11,A61P 9/10,1
BR6233233,1999-12-11,A61P 13/00,1
BR6233233,1999-12-11,A61P 13/12,1
BR6233233,1999-12-11,A61P 17/00,1
BR6233233,1999-12-11,A61P 17/02,1
BR6233233,1999-12-11,A61P 17/06,1
BR6233233,1999-12-11,A61P 19/00,1
BR6233233,1999-12-11,A61P 19/02,1
BR6233233,1999-12-11,A61P 19/10,1
BR6233233,1999-12-11,A61P 27/00,1
BR6233233,1999-12-11,A61P 27/02,1
BR6233233,1999-12-11,A61P 27/06,1
BR6233233,1999-12-11,A61P 29/00,1
BR6233233,1999-12-11,A61P 29/00,1
BR6233233,1999-12-11,A61P 31/00,1
BR6233233,1999-12-11,A61P 31/00,1
BR6233233,1999-12-11,A61P 35/00,1
BR6233233,1999-12-11,A61P 35/00,1
BR6233233,1999-12-11,A61P 37/00,1
BR6233233,1999-12-11,A61P 37/08,1
BR6233233,1999-12-11,A61P 43/00,1
BR6233233,1999-12-11,A61P 43/00,1
BR6090976,1989-10-31,C07C 29/149,1
BR5912636,1973-01-26,B09B 3/00,7
BR5912636,1973-01-26,B09B 3/00,7
BR5912636,1973-01-26,B29B 11/00,12
BR5912636,1973-01-26,B29B 11/00,12
BR5912636,1973-01-26,B29B 17/00,12
BR5912636,1973-01-26,B29B 17/00,12
BR5912636,1973-01-26,B29K 101/00,12
BR5912636,1973-01-26,C07C 4/00,7
BR5912636,1973-01-26,C07C 4/00,7
BR5912636,1973-01-26,C08F 8/00,1
BR5912636,1973-01-26,C08F 8/50,1
BR5912636,1973-01-26,C08J 11/00,1
BR5912636,1973-01-26,C08J 11/18,12
BR5912636,1973-01-26,C10B 53/07,33
BR5912636,1973-01-26,C10B 53/07,33
BR6204647,1998-09-27,A61K 31/223,2
BR6204647,1998-09-27,A61P 1/00,2
BR6204647,1998-09-27,A61P 1/04,2
BR6204647,1998-09-27,A61P 9/00,2
BR6204647,1998-09-27,A61P 9/10,2
BR6204647,1998-09-27,A61P 9/12,2
BR6204647,1998-09-27,A61P 11/00,2
BR6204647,1998-09-27,A61P 11/08,2
BR6204647,1998-09-27,A61P 13/00,2
BR6204647,1998-09-27,A61P 13/02,2
BR6204647,1998-09-27,A61P 13/08,2
BR6204647,1998-09-27,A61P 21/00,2
BR6204647,1998-09-27,A61P 21/02,2
BR6204647,1998-09-27,A61P 25/00,2
BR6204647,1998-09-27,A61P 25/08,2
BR6204647,1998-09-27,A61P 25/16,2
BR6204647,1998-09-27,A61P 25/28,2
BR6204647,1998-09-27,A61P 29/00,2
BR6204647,1998-09-27,A61P 29/00,2
BR6193014,1997-11-12,A61K 31/401,3
BR6193014,1997-11-12,A61K 31/401,3
BR6193014,1997-11-12,A61K 31/5375,3
BR6193014,1997-11-12,A61K 31/5377,3
BR6193014,1997-11-12,A61P 7/00,3
BR6193014,1997-11-12,A61P 7/02,3
BR6193014,1997-11-12,A61P 9/00,3
BR6193014,1997-11-12,A61P 9/08,3
BR6193014,1997-11-12,A61P 9/10,3
BR6193014,1997-11-12,A61P 9/12,3
BR6063947,1987-11-03,C07C 29/141,3
BR6025442,1983-11-17,C07B 61/00,2
BR6025442,1983-11-17,C07B 61/00,2
BR6025442,1983-11-17,C07C 253/00,7
BR6025442,1983-11-17,C07C 253/00,7
BR6025442,1983-11-17,C07C 253/30,7
BR6025442,1983-11-17,C07C 255/00,7
BR6025442,1983-11-17,C07C 255/00,7
BR6025442,1983-11-17,C07C 255/37,7
BR6025442,1983-11-17,C07C 255/38,7
BR6025442,1983-11-17,C07C 255/53,7
BR6025442,1983-11-17,C07K 5/00,2
BR6025442,1983-11-17,C07K 5/06,2
BR6025442,1983-11-17,C07K 5/078,12
BR6025442,1983-11-17,C07K 5/12,2
BR6206866,1999-04-01,C10L 1/236,7
BR6206866,1999-04-01,C10L 1/238,7
BR6206866,1999-04-01,C10L 10/08,7
BR6206866,1999-04-01,C10L 10/08,7
BR6206866,1999-04-01,C10L 10/18,7
BR6035490,1984-12-21,C07B 61/00,1
BR6035490,1984-12-21,C07B 61/00,1
BR6035490,1984-12-21,C07C 213/00,6
BR6035490,1984-12-21,C07C 213/00,6
BR6035490,1984-12-21,C07C 213/02,6
BR6035490,1984-12-21,C07C 217/00,6
BR6035490,1984-12-21,C07C 217/08,6
BR6035490,1984-12-21,C07C 217/44,6
BR6003707,1981-06-25,B01J 27/199,9
BR5886787,1966-08-11,A01N 33/00,14
BR5886787,1966-08-11,A01N 33/08,14
BR5886787,1966-08-11,C07C 43/00,2
BR5886787,1966-08-11,C07C 43/196,14
BR5886787,1966-08-11,C07C 323/00,24
BR5886787,1966-08-11,C07C 323/25,24
BR6173353,1996-10-25,A61L 27/24,4
BR6173353,1996-10-25,A61L 27/38,4
BR6173353,1996-10-25,A61L 27/44,4
BR6173353,1996-10-25,A61L 27/54,4
BR6173353,1996-10-25,A61P 17/00,4
BR6173353,1996-10-25,A61P 17/02,4
BR5887501,1966-12-27,A01N 31/00,14
BR5887501,1966-12-27,A01N 31/04,14
BR5887501,1966-12-27,C07C 31/00,2
BR5887501,1966-12-27,C07C 31/34,2
BR6046408,1986-04-24,B01J 23/881,9
BR5941572,1975-08-14,C07C 29/132,5
BR5941572,1975-08-14,B01J 29/068,20
BR5941572,1975-08-14,B01J 29/90,20
BR5941572,1975-08-14,B01J 38/00,10
BR5941572,1975-08-14,B01J 38/60,10
BR5941572,1975-08-14,C07B 61/00,10
BR5941572,1975-08-14,C07B 61/00,10
BR5941572,1975-08-14,C07C 29/141,15
BR5941572,1975-08-14,C07C 29/145,15
BR5901628,1971-02-03,C02F 1/68,9
BR5901628,1971-02-03,C02F 1/68,9
BR5901628,1971-02-03,C02F 3/00,9
BR5901628,1971-02-03,C02F 3/00,9
BR5901628,1971-02-03,C02F 3/34,9
BR5901628,1971-02-03,C02F 3/34,9
BR5901628,1971-02-03,C02F 101/32,29
BR5901628,1971-02-03,C05F 17/00,19
BR5901628,1971-02-03,C05F 17/00,19
BR5901628,1971-02-03,C05G 5/00,14
BR5901628,1971-02-03,C05G 5/00,14
BR5901628,1971-02-03,C12N 1/20,9
BR5901628,1971-02-03,C12N 1/20,9
BR5901628,1971-02-03,C12N 1/26,9
BR5901628,1971-02-03,C12N 1/26,9
BR6164710,1997-03-31,A61P 3/00,3
BR6164710,1997-03-31,A61P 3/08,3
BR6164710,1997-03-31,A61P 3/10,3
BR6164710,1997-03-31,A61P 29/00,3
BR6164710,1997-03-31,A61P 29/00,3
BR6164710,1997-03-31,A61P 35/00,3
BR6164710,1997-03-31,A61P 35/00,3
BR6164710,1997-03-31,A61P 43/00,3
BR6164710,1997-03-31,A61P 43/00,3
BR6227656,1999-11-10,C08F 4/659,7
BR5930463,1974-05-30,B01J 31/00,0
BR5930463,1974-05-30,B01J 31/00,0
BR5930463,1974-05-30,C07B 61/00,11
BR5930463,1974-05-30,C07B 61/00,11
BR5931094,1974-07-10,C12N 1/20,6
BR5931094,1974-07-10,C12N 1/20,6
BR5931094,1974-07-10,B09B 3/00,6
BR5931094,1974-07-10,B09B 3/00,6
BR5931094,1974-07-10,C02F 11/02,6
BR5931094,1974-07-10,C02F 11/02,6
BR5931094,1974-07-10,C05F 17/02,16
BR5931094,1974-07-10,C05F 17/02,16
BR5882576,1963-04-24,C07F 7/00,5
BR5882576,1963-04-24,C07F 7/24,5
BR5882576,1963-04-24,C10L 1/10,5
BR5882576,1963-04-24,C10L 1/30,5
BR5888708,1967-10-24,C08B 37/00,7
BR5888708,1967-10-24,C08B 37/16,7
BR5888708,1967-10-24,C12P 19/00,13
BR5888708,1967-10-24,C12P 19/18,13
WO2009046524,2008-10-08,C08H 8/00,2
BR6310270,2004-08-12,C10L 1/232,2
WO2020109567,2019-11-29,A01N 63/20,1
BR6282908,2002-07-17,A61K 36/185,4
BR6282908,2002-07-17,A61K 36/48,4
BR6022913,1983-05-04,C07B 61/00,2
BR6022913,1983-05-04,C07B 61/00,2
BR6192485,1997-07-23,A61K 31/216,3
BR6192485,1997-07-23,A61K 31/357,3
BR6192485,1997-07-23,A61K 31/357,3
BR6192485,1997-07-23,A61K 31/381,3
BR6192485,1997-07-23,A61K 31/381,3
BR6192485,1997-07-23,A61K 31/439,3
BR6192485,1997-07-23,A61K 31/439,3
BR6192485,1997-07-23,A61P 1/00,3
BR6192485,1997-07-23,A61P 1/00,3
BR6192485,1997-07-23,A61P 13/00,3
BR6192485,1997-07-23,A61P 13/00,3
BR6192485,1997-07-23,A61P 13/10,3
BR6072913,1988-07-29,C07C 239/00,2
BR6072913,1988-07-29,C07C 239/00,2
BR6072913,1988-07-29,C07C 275/00,2
BR6072913,1988-07-29,C07C 275/62,2
WO2016102323,2015-12-17,A23L 33/105,1
WO2016102323,2015-12-17,A23L 33/115,1
WO2016102323,2015-12-17,A23L 33/12,1
WO2016102323,2015-12-17,A23L 33/175,1
BR6257539,2000-12-28,A23G 3/34,6
BR6257539,2000-12-28,A23G 3/36,6
BR6257539,2000-12-28,A61K 8/00,6
BR6257539,2000-12-28,A61K 8/00,6
BR6257539,2000-12-28,A61K 8/30,6
BR6257539,2000-12-28,A61K 8/30,6
BR6257539,2000-12-28,A61K 8/46,6
BR6257539,2000-12-28,A61Q 5/00,6
BR6257539,2000-12-28,A61Q 5/00,6
BR6257539,2000-12-28,A61Q 5/02,6
BR6257539,2000-12-28,A61Q 5/02,6
BR6257539,2000-12-28,A61Q 19/00,6
BR6257539,2000-12-28,A61Q 19/00,6
BR6046405,1986-04-24,A01N 53/10,9
BR6065527,1988-02-12,B01J 23/881,7
BR6065527,1988-02-12,B01J 23/882,7
BR6065527,1988-02-12,B01J 23/887,7
BR6211956,1999-03-31,A61K 8/19,7
BR6211956,1999-03-31,A61K 8/26,7
BR6211956,1999-03-31,A61K 8/00,7
BR6211956,1999-03-31,A61K 8/00,7
BR6211956,1999-03-31,A61K 8/20,7
BR6211956,1999-03-31,A61K 8/25,7
BR6211956,1999-03-31,A61K 8/27,7
BR6211956,1999-03-31,A61K 8/30,7
BR6211956,1999-03-31,A61K 8/31,7
BR6211956,1999-03-31,A61K 8/34,7
BR6211956,1999-03-31,A61K 8/37,7
BR6211956,1999-03-31,A61K 8/39,7
BR6211956,1999-03-31,A61K 8/40,7
BR6211956,1999-03-31,A61K 8/41,7
BR6211956,1999-03-31,A61K 8/44,7
BR6211956,1999-03-31,A61K 8/49,7
BR6211956,1999-03-31,A61K 8/55,7
BR6211956,1999-03-31,A61K 8/58,7
BR6211956,1999-03-31,A61K 8/72,7
BR6211956,1999-03-31,A61K 8/72,7
BR6211956,1999-03-31,A61K 8/73,7
BR6211956,1999-03-31,A61K 8/81,7
BR6211956,1999-03-31,A61K 8/86,7
BR6211956,1999-03-31,A61K 8/89,7
BR6211956,1999-03-31,A61K 8/891,7
BR6211956,1999-03-31,A61K 8/892,7
BR6211956,1999-03-31,A61K 8/893,7
BR6211956,1999-03-31,A61K 8/894,7
BR6211956,1999-03-31,A61K 8/895,7
BR6211956,1999-03-31,A61K 8/898,7
BR6211956,1999-03-31,A61K 8/90,7
BR6211956,1999-03-31,A61K 8/92,7
BR6211956,1999-03-31,A61K 8/92,7
BR6211956,1999-03-31,A61Q 13/00,7
BR6211956,1999-03-31,A61Q 13/00,7
BR6211956,1999-03-31,A61Q 15/00,7
BR6211956,1999-03-31,A61Q 15/00,7
BR6211956,1999-03-31,A61Q 17/00,7
BR6211956,1999-03-31,A61Q 17/00,7
BR6211956,1999-03-31,A61Q 17/02,7
BR6211956,1999-03-31,A61Q 17/02,7
BR6211956,1999-03-31,A61Q 19/00,7
BR6211956,1999-03-31,A61Q 19/00,7
BR5930462,1974-05-30,B01J 8/04,0
BR5930462,1974-05-30,B01J 8/04,0
BR5930462,1974-05-30,B01J 31/00,0
BR5930462,1974-05-30,B01J 31/00,0
BR5930462,1974-05-30,C07B 61/00,11
BR5930462,1974-05-30,C07B 61/00,11
BR5930462,1974-05-30,C07C 29/128,6
BR5930462,1974-05-30,C07C 67/03,0
BR5959288,1977-03-24,C12N 1/00,3
BR5959288,1977-03-24,C12N 1/00,3
BR5959288,1977-03-24,C02F 3/28,3
BR5959288,1977-03-24,C02F 3/28,3
BR5959288,1977-03-24,C02F 11/04,3
BR5959288,1977-03-24,C02F 11/04,3
BR5959288,1977-03-24,C05F 17/00,13
BR5959288,1977-03-24,C05F 17/00,13
BR5959288,1977-03-24,C12M 1/107,13
BR5959288,1977-03-24,C12M 1/107,13
BR6245734,2000-10-11,A61K 8/02,6
BR6245734,2000-10-11,A61K 8/02,6
BR6245734,2000-10-11,A61K 8/04,6
BR6245734,2000-10-11,A61K 8/04,6
BR6245734,2000-10-11,A61K 8/30,6
BR6245734,2000-10-11,A61K 8/30,6
BR6245734,2000-10-11,A61K 8/64,6
BR6245734,2000-10-11,A61K 8/72,6
BR6245734,2000-10-11,A61K 8/90,6
BR6245734,2000-10-11,A61Q 19/00,6
BR6245734,2000-10-11,A61Q 19/00,6
BR6005029,1981-09-22,B01D 53/38,14
BR6005029,1981-09-22,B01D 53/38,14
BR6005029,1981-09-22,B01D 53/81,14
BR6005029,1981-09-22,B01D 53/81,14
BR6043546,1985-09-30,A61K 31/5375,15
BR6043546,1985-09-30,A61K 31/5375,15
BR6043546,1985-09-30,A61P 9/00,15
BR6043546,1985-09-30,A61P 9/00,15
BR6043546,1985-09-30,A61P 25/00,15
BR6043546,1985-09-30,A61P 25/28,15
BR6043546,1985-09-30,C07C 213/00,5
BR6043546,1985-09-30,C07C 213/00,5
BR6043546,1985-09-30,C07C 213/02,5
BR6043546,1985-09-30,C07C 215/00,5
BR6043546,1985-09-30,C07C 215/30,5
BR6043546,1985-09-30,C07C 217/00,5
BR6043546,1985-09-30,C07C 217/48,5
BR6043546,1985-09-30,C07C 217/64,5
BR6043546,1985-09-30,C07C 217/70,5
BR6043546,1985-09-30,C07D 295/13,5
BR6061775,1987-05-22,C07C 327/00,3
BR6061775,1987-05-22,C07C 327/00,3
BR6181378,1997-08-29,A61K 8/00,9
BR6181378,1997-08-29,A61K 8/00,9
BR6181378,1997-08-29,A61Q 13/00,9
BR6181378,1997-08-29,A61Q 13/00,9
BR5881842,1961-11-24,C12N 9/00,19
BR5881842,1961-11-24,C12N 9/00,19
BR5881842,1961-11-24,C12N 9/26,19
BR5881842,1961-11-24,C12N 9/30,19
BR5881842,1961-11-24,C12N 9/34,19
BR5887515,1966-12-28,C12N 9/00,14
BR5887515,1966-12-28,C12N 9/00,14
BR5887515,1966-12-28,C12N 9/26,14
BR5887515,1966-12-28,C12N 9/30,14
BR5887515,1966-12-28,C12N 9/34,14
BR5942204,1975-09-23,A23B 7/022,15
BR5942204,1975-09-23,A23L 1/0522,15
BR5942204,1975-09-23,A23L 1/0522,15
BR5942204,1975-09-23,A23L 3/40,10
BR5942204,1975-09-23,A23L 3/48,15
BR5910132,1972-07-21,C12P 7/40,8
BR5910132,1972-07-21,C12P 7/48,8
BR5910132,1972-07-21,C12R 1/72,8
BR6196785,1998-10-15,C10L 1/192,8
BR6196785,1998-10-15,C10L 1/195,8
BR6196785,1998-10-15,C10L 1/198,8
BR6196785,1998-10-15,C10L 1/238,8
BR6196785,1998-10-15,C10L 1/2383,8
BR6196785,1998-10-15,C10L 10/08,8
BR6196785,1998-10-15,C10L 10/08,8
BR6024258,1983-08-15,C07D 295/088,7
BR6024258,1983-08-15,C10L 1/23,23
BR6024258,1983-08-15,C10L 1/233,23
BR6102864,1991-02-19,A01P 13/00,15
BR6102864,1991-02-19,A01P 13/00,15
BR6160654,1996-10-02,C10L 1/192,10
BR6160654,1996-10-02,C10L 1/196,10
BR6160654,1996-10-02,C10L 10/08,10
BR6160654,1996-10-02,C10L 10/08,10
BR6160654,1996-10-02,C10L 10/18,10
BR5924218,1974-02-01,C12N 1/00,6
BR5924218,1974-02-01,C12N 1/00,6
